=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.10.13 22:39:46 =~=~=~=~=~=~=~=~=~=~=~=
No Detection!


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , -2.171729

2 , 2.360575

3 , -6.043073

4 , -6.043073

5 , -1.274711

6 , -5.712593

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , -1.180288

2 , 1.888460

3 , -6.043073

4 , -6.043073

5 , -1.463557

6 , -4.296247

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , -2.360575

2 , 2.077307

3 , -6.043073

4 , -6.043073

5 , -1.085865

6 , -5.334900

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , -1.321922

2 , 1.794037

3 , -6.043073

4 , -6.043073

5 , -1.416345

6 , -4.249036

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , -2.549422

2 , 2.171729

3 , -6.043073

4 , -6.043073

5 , -1.180288

6 , -5.429324

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , -1.321922

2 , 1.794037

3 , -6.043073

4 , -6.043073

5 , -1.416345

6 , -4.249036

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , -2.502210

2 , 2.171729

3 , -6.043073

4 , -6.043073

5 , -0.849807

6 , -5.287689

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , -1.038653

2 , 2.454998

3 , -6.043073

4 , -6.043073

5 , -1.746826

6 , -4.579516

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , -2.266152

2 , 2.266152

3 , -6.043073

4 , -6.043073

5 , -1.227499

6 , -5.523746

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , -1.180288

2 , 1.888460

3 , -6.043073

4 , -6.043073

5 , -1.463557

6 , -4.296247

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , -1.935672

2 , 2.596633

3 , -6.043073

4 , -6.043073

5 , -1.085865

6 , -5.948650

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , -1.038653

2 , 2.454998

3 , -6.043073

4 , -6.043073

5 , -1.746826

6 , -4.579516

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , -2.266152

2 , 2.218941

3 , -6.043073

4 , -6.043073

5 , -1.227499

6 , -5.334900

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , -1.652403

2 , 1.463557

3 , -6.043073

4 , -6.043073

5 , -1.274711

6 , -3.635286

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , -2.360575

2 , 2.077307

3 , -6.043073

4 , -6.043073

5 , -1.085865

6 , -5.382112

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , -1.416345

2 , 1.510768

3 , -6.043073

4 , -6.043073

5 , -1.652403

6 , -3.682498

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , -2.171729

2 , 1.982883

3 , -6.043073

4 , -6.043073

5 , -1.085865

6 , -5.618170

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , -1.605191

2 , 1.463557

3 , -6.043073

4 , -6.043073

5 , -1.321922

6 , -3.446440

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , -2.502210

2 , 2.691056

3 , -6.043073

4 , -6.043073

5 , -1.133076

6 , -4.862785

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , -2.502210

2 , 2.549422

3 , -6.043073

4 , -6.043073

5 , -1.463557

6 , -3.965767

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , -3.588075

2 , 4.390670

3 , -6.043073

4 , -6.043073

5 , -1.416345

6 , -6.043073

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , -3.257594

2 , 2.691056

3 , -6.043073

4 , -6.043073

5 , -1.463557

6 , -3.682498

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , -6.043073

2 , 1.888460

3 , -6.043073

4 , -4.343459

5 , -0.708173

6 , -2.691056

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , -6.043073

2 , -0.519327

3 , -6.043073

4 , -6.043073

5 , -1.699614

6 , 0.424904

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -3.824132

1 , -6.043073

2 , 0.802596

3 , -6.043073

4 , -1.746826

5 , -1.510768

6 , -1.369134

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , -6.043073

2 , 1.227499

3 , -6.043073

4 , -6.043073

5 , -2.360575

6 , 0.519327

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -5.901439

1 , -6.043073

2 , 0.944230

3 , -6.043073

4 , -1.605191

5 , -2.171729

6 , -2.124518

7 , -4.012978

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , -1.982883

2 , 0.047212

3 , -6.043073

4 , -6.043073

5 , -1.085865

6 , -2.266152

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , -3.871344

2 , -0.047212

3 , -6.043073

4 , -6.043073

5 , -0.897019

6 , -4.201824

7 , -6.043073

8 , -6.043073

9 , -6.043073

No Detection!

Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , -3.540863

2 , -0.802596

3 , -6.043073

4 , -6.043073

5 , -1.227499

6 , -2.738267

7 , -6.043073

8 , -6.043073

9 , -6.043073

No Detection!

Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , -3.210383

2 , 0.660961

3 , -6.043073

4 , -6.043073

5 , -1.133076

6 , -4.768363

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , -0.802596

2 , -1.935672

3 , -6.043073

4 , -6.043073

5 , -1.133076

6 , -0.377692

7 , -6.043073

8 , -6.043073

9 , -6.043073

No Detection!

Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 0.802596

2 , -2.266152

3 , -6.043073

4 , -6.043073

5 , -3.446440

6 , -1.982883

7 , -6.043073

8 , -4.437882

9 , -6.043073

Prediction is 1 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , -2.407787

2 , -3.163171

3 , -6.043073

4 , -6.043073

5 , -4.107401

6 , -6.043073

7 , -6.043073

8 , -6.043073

9 , -6.043073

No Detection!

Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -4.721151

1 , 0.944230

2 , -0.708173

3 , -6.043073

4 , -6.043073

5 , -5.098843

6 , -4.296247

7 , -6.043073

8 , -2.502210

9 , -6.043073

Prediction is 1 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 2.785479

2 , 1.463557

3 , -6.043073

4 , -6.043073

5 , -4.579516

6 , -2.124518

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 1 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 2.407787

2 , 1.038653

3 , -6.043073

4 , -6.043073

5 , -4.532305

6 , -2.549422

7 , -6.043073

8 , -4.815574

9 , -6.043073

Prediction is 1 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 0.755384

2 , 0.849807

3 , -6.043073

4 , -6.043073

5 , -4.626728

6 , 2.454998

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 0.897019

2 , 3.588075

3 , -6.043073

4 , -6.043073

5 , -4.390670

6 , 0.047212

7 , -6.043073

8 , -5.995862

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 2.454998

2 , 1.274711

3 , -6.043073

4 , -6.043073

5 , -5.476535

6 , 1.935672

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 1 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 2.879902

2 , 3.163171

3 , -6.043073

4 , -6.043073

5 , -3.965767

6 , -1.746826

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 2.030095

2 , 2.171729

3 , -6.043073

4 , -6.043073

5 , -4.437882

6 , 2.030095

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 0.944230

2 , 2.927114

3 , -6.043073

4 , -6.043073

5 , -4.107401

6 , 0.330481

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.652403

2 , 1.746826

3 , -6.043073

4 , -6.043073

5 , -4.532305

6 , 2.502210

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.038653

2 , 2.927114

3 , -6.043073

4 , -6.043073

5 , -4.296247

6 , 0.566538

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.510768

2 , 1.794037

3 , -6.043073

4 , -6.043073

5 , -4.390670

6 , 2.218941

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.133076

2 , 2.879902

3 , -6.043073

4 , -6.043073

5 , -4.060190

6 , 0.236058

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.510768

2 , 1.794037

3 , -6.043073

4 , -6.043073

5 , -4.390670

6 , 2.218941

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.133076

2 , 2.832690

3 , -6.043073

4 , -6.043073

5 , -4.201824

6 , 0.613750

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.652403

2 , 1.746826

3 , -6.043073

4 , -6.043073

5 , -4.532305

6 , 2.502210

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.133076

2 , 2.927114

3 , -6.043073

4 , -6.043073

5 , -4.107401

6 , 0.283269

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.557980

2 , 1.746826

3 , -6.043073

4 , -6.043073

5 , -4.343459

6 , 2.266152

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.463557

2 , 2.738267

3 , -6.043073

4 , -6.043073

5 , -3.918555

6 , 0.047212

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.557980

2 , 1.746826

3 , -6.043073

4 , -6.043073

5 , -4.343459

6 , 2.266152

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.133076

2 , 2.927114

3 , -6.043073

4 , -6.043073

5 , -4.107401

6 , 0.283269

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.699614

2 , 1.652403

3 , -6.043073

4 , -6.043073

5 , -4.437882

6 , 2.596633

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.133076

2 , 2.879902

3 , -6.043073

4 , -6.043073

5 , -4.201824

6 , 0.613750

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.557980

2 , 1.746826

3 , -6.043073

4 , -6.043073

5 , -4.343459

6 , 2.266152

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.038653

2 , 2.927114

3 , -6.043073

4 , -6.043073

5 , -4.296247

6 , 0.566538

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.510768

2 , 1.652403

3 , -6.043073

4 , -6.043073

5 , -4.532305

6 , 2.691056

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 0.897019

2 , 2.549422

3 , -6.043073

4 , -6.043073

5 , -4.343459

6 , 0.849807

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.321922

2 , 1.699614

3 , -6.043073

4 , -6.043073

5 , -4.579516

6 , 2.502210

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 0.755384

2 , 2.832690

3 , -6.043073

4 , -6.043073

5 , -4.249036

6 , 0.613750

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.416345

2 , 1.888460

3 , -6.043073

4 , -6.043073

5 , -4.532305

6 , 2.171729

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.180288

2 , 2.832690

3 , -6.043073

4 , -6.043073

5 , -4.154613

6 , 0.566538

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.321922

2 , 1.699614

3 , -6.043073

4 , -6.043073

5 , -4.579516

6 , 2.502210

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 0.708173

2 , 2.879902

3 , -6.043073

4 , -6.043073

5 , -4.343459

6 , 0.566538

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.652403

2 , 1.746826

3 , -6.043073

4 , -6.043073

5 , -4.532305

6 , 2.502210

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.510768

2 , 2.785479

3 , -6.043073

4 , -6.043073

5 , -3.871344

6 , 0.047212

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.652403

2 , 1.746826

3 , -6.043073

4 , -6.043073

5 , -4.532305

6 , 2.502210

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 0.944230

2 , 2.454998

3 , -6.043073

4 , -6.043073

5 , -4.296247

6 , 0.802596

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.652403

2 , 1.794037

3 , -6.043073

4 , -6.043073

5 , -4.296247

6 , 2.124518

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 0.849807

2 , 3.021537

3 , -6.043073

4 , -6.043073

5 , -4.249036

6 , 0.283269

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.321922

2 , 1.699614

3 , -6.043073

4 , -6.043073

5 , -4.579516

6 , 2.502210

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.038653

2 , 2.927114

3 , -6.043073

4 , -6.043073

5 , -4.296247

6 , 0.566538

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.605191

2 , 1.794037

3 , -6.043073

4 , -6.043073

5 , -4.343459

6 , 2.124518

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 0.944230

2 , 2.974325

3 , -6.043073

4 , -6.043073

5 , -4.154613

6 , 0.377692

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.321922

2 , 1.699614

3 , -6.043073

4 , -6.043073

5 , -4.579516

6 , 2.502210

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 0.849807

2 , 3.021537

3 , -6.043073

4 , -6.043073

5 , -4.249036

6 , 0.283269

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.369134

2 , 1.652403

3 , -6.043073

4 , -6.043073

5 , -4.485094

6 , 2.596633

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.038653

2 , 2.927114

3 , -6.043073

4 , -6.043073

5 , -4.296247

6 , 0.566538

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.463557

2 , 1.794037

3 , -6.043073

4 , -6.043073

5 , -4.485094

6 , 2.266152

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 0.944230

2 , 2.974325

3 , -6.043073

4 , -6.043073

5 , -4.154613

6 , 0.377692

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.652403

2 , 1.699614

3 , -6.043073

4 , -6.043073

5 , -4.296247

6 , 2.218941

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.133076

2 , 2.927114

3 , -6.043073

4 , -6.043073

5 , -4.107401

6 , 0.283269

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.652403

2 , 1.746826

3 , -6.043073

4 , -6.043073

5 , -4.532305

6 , 2.502210

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.038653

2 , 2.927114

3 , -6.043073

4 , -6.043073

5 , -4.296247

6 , 0.566538

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.652403

2 , 1.746826

3 , -6.043073

4 , -6.043073

5 , -4.532305

6 , 2.502210

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.227499

2 , 2.879902

3 , -6.043073

4 , -6.043073

5 , -4.107401

6 , 0.236058

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.369134

2 , 1.652403

3 , -6.043073

4 , -6.043073

5 , -4.485094

6 , 2.596633

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 0.849807

2 , 3.021537

3 , -6.043073

4 , -6.043073

5 , -4.249036

6 , 0.283269

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.746826

2 , 1.652403

3 , -6.043073

4 , -6.043073

5 , -4.390670

6 , 2.502210

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.133076

2 , 2.832690

3 , -6.043073

4 , -6.043073

5 , -4.201824

6 , 0.613750

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.321922

2 , 1.699614

3 , -6.043073

4 , -6.043073

5 , -4.579516

6 , 2.502210

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.180288

2 , 2.927114

3 , -6.043073

4 , -6.043073

5 , -4.060190

6 , 0.283269

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.369134

2 , 1.652403

3 , -6.043073

4 , -6.043073

5 , -4.485094

6 , 2.596633

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 0.755384

2 , 2.832690

3 , -6.043073

4 , -6.043073

5 , -4.249036

6 , 0.613750

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.369134

2 , 1.652403

3 , -6.043073

4 , -6.043073

5 , -4.485094

6 , 2.596633

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.038653

2 , 2.927114

3 , -6.043073

4 , -6.043073

5 , -4.296247

6 , 0.566538

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.652403

2 , 1.746826

3 , -6.043073

4 , -6.043073

